gbifID,wc2.1_2.5m_bio_1,wc2.1_2.5m_bio_2,wc2.1_2.5m_bio_3,wc2.1_2.5m_bio_4,wc2.1_2.5m_bio_5,wc2.1_2.5m_bio_6,wc2.1_2.5m_bio_7,wc2.1_2.5m_bio_8,wc2.1_2.5m_bio_9,wc2.1_2.5m_bio_10,wc2.1_2.5m_bio_11,wc2.1_2.5m_bio_12,wc2.1_2.5m_bio_13,wc2.1_2.5m_bio_14,wc2.1_2.5m_bio_15,wc2.1_2.5m_bio_16,wc2.1_2.5m_bio_17,wc2.1_2.5m_bio_18,wc2.1_2.5m_bio_19
1571181133,27.706499099731445,11.932332992553711,61.633949279785156,195.6129150390625,37.59600067138672,18.236000061035156,19.360000610351562,25.775333404541016,27.124000549316406,30.579999923706055,25.775333404541016,962,242,0,111.31126403808594,637,4,140,637
1571181110,27.494333267211914,11.885333061218262,62.070884704589844,193.25167846679688,37.395999908447266,18.24799919128418,19.148000717163086,25.480667114257812,27.102001190185547,30.284000396728516,25.480667114257812,988,246,0,109.99173736572266,649,4,148,649
1571181107,27.568166732788086,12.119667053222656,61.247554779052734,203.0587615966797,37.70800018310547,17.920000076293945,19.788000106811523,25.549333572387695,26.91933250427246,30.55266571044922,25.549333572387695,971,244,0,111.24201202392578,642,4,142,642
1571115576,28.480167388916016,12.911666870117188,60.14377975463867,212.73959350585938,39.34000015258789,17.871999740600586,21.468000411987305,26.56133270263672,27.53533363342285,31.65133285522461,26.56133270263672,886,230,0,113.94153594970703,595,2,124,595
1571111770,27.66783332824707,12.031000137329102,61.53334426879883,199.02308654785156,37.68000030517578,18.128000259399414,19.552000045776367,25.692001342773438,27.06599998474121,30.588666915893555,25.692001342773438,972,244,0,110.91041564941406,641,4,144,641
1571111756,28.504499435424805,13.226333618164062,57.857975006103516,244.60494995117188,39.77199935913086,16.911998748779297,22.860000610351562,26.801332473754883,26.54866600036621,32.0620002746582,26.389333724975586,730,209,0,122.9339370727539,517,0,78,1
1571082243,19.055334091186523,12.418000221252441,74.12845611572266,128.5015106201172,26.780000686645508,10.027999877929688,16.75200080871582,20.10733413696289,17.157333374023438,20.128000259399414,17.157333374023438,712,135,4,81.14727783203125,343,17,329,17
1563443064,28.942333221435547,13.244667053222656,56.71748733520508,263.62628173828125,40.54399871826172,17.191999435424805,23.351999282836914,27.20400047302246,26.597333908081055,32.66666793823242,26.597333908081055,649,198,0,127.06947326660156,469,0,59,0
1563443053,28.942333221435547,13.244667053222656,56.71748733520508,263.62628173828125,40.54399871826172,17.191999435424805,23.351999282836914,27.20400047302246,26.597333908081055,32.66666793823242,26.597333908081055,649,198,0,127.06947326660156,469,0,59,0
1563443002,28.504499435424805,13.226333618164062,57.857975006103516,244.60494995117188,39.77199935913086,16.911998748779297,22.860000610351562,26.801332473754883,26.54866600036621,32.0620002746582,26.389333724975586,730,209,0,122.9339370727539,517,0,78,1
