Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1969","1969","tonnes","50000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1970","1970","tonnes","45000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1971","1971","tonnes","52535","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1972","1972","tonnes","47264","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1973","1973","tonnes","40436","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1974","1974","tonnes","23140","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1975","1975","tonnes","61058","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1976","1976","tonnes","32380","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1977","1977","tonnes","33730","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1978","1978","tonnes","35180","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1979","1979","tonnes","20000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1980","1980","tonnes","15000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1981","1981","tonnes","13950","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1982","1982","tonnes","13985","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1983","1983","tonnes","12518","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1984","1984","tonnes","14966","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1985","1985","tonnes","20227","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1986","1986","tonnes","44996","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1987","1987","tonnes","26191","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1988","1988","tonnes","36127","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1989","1989","tonnes","33757","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1990","1990","tonnes","19591","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1991","1991","tonnes","20939","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1992","1992","tonnes","13007","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1993","1993","tonnes","35448","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1994","1994","tonnes","35070","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1995","1995","tonnes","26523","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1996","1996","tonnes","35640","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1997","1997","tonnes","30729","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1998","1998","tonnes","25399","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","1999","1999","tonnes","25493","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2000","2000","tonnes","30245","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2001","2001","tonnes","16800","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2002","2002","tonnes","16802","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2003","2003","tonnes","20300","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2004","2004","tonnes","24466","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2005","2005","tonnes","18714","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2006","2006","tonnes","21047","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2007","2007","tonnes","12800","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2008","2008","tonnes","9982","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2009","2009","tonnes","21829","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2010","2010","tonnes","27732","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2011","2011","tonnes","18457","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2012","2012","tonnes","15379","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2013","2013","tonnes","14971","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2014","2014","tonnes","11557","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2015","2015","tonnes","8123","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2016","2016","tonnes","14106","","Official data"
"QC","Crops","251","Zambia","5510","Production","83","Sorghum","2017","2017","tonnes","17337","","Official data"
