Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1972","1972","ha","1000000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1973","1973","ha","980000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1974","1974","ha","1116000","*","Unofficial figure"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1975","1975","ha","1020000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1976","1976","ha","1100000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1977","1977","ha","950000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1978","1978","ha","810000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1979","1979","ha","520000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1980","1980","ha","555410","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1981","1981","ha","493783","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1982","1982","ha","454500","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1983","1983","ha","546700","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1984","1984","ha","506500","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1985","1985","ha","581846","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1986","1986","ha","588490","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1987","1987","ha","609529","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1988","1988","ha","723087","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1989","1989","ha","1020574","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1990","1990","ha","763277","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1991","1991","ha","639390","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1992","1992","ha","661305","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1993","1993","ha","633326","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1994","1994","ha","679355","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1995","1995","ha","520165","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1996","1996","ha","675565","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1997","1997","ha","649039","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1998","1998","ha","510372","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","1999","1999","ha","597454","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2000","2000","ha","586907","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2001","2001","ha","582000","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2002","2002","ha","430000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2003","2003","ha","671000","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2004","2004","ha","631000","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2005","2005","ha","465832","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2006","2006","ha","750000","F","FAO estimate"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2007","2007","ha","585291","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2008","2008","ha","539877","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2009","2009","ha","911942","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2010","2010","ha","1080556","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2011","2011","ha","1101785","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2012","2012","ha","1074658","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2013","2013","ha","997880","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2014","2014","ha","1205202","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2015","2015","ha","863818","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2016","2016","ha","1157754","","Official data"
"QC","Crops","251","Zambia","5312","Area harvested","56","Maize","2017","2017","ha","1433944","","Official data"
"QC","Crops","251","Zambia","5510","Production","56","Maize","1961","1961","tonnes","660000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","56","Maize","1962","1962","tonnes","640000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","56","Maize","1963","1963","tonnes","570000","F","FAO estimate"
"QC","Crops","251","Zambia","5510","Production","56","Maize","1964","1964","tonnes","660000","F","FAO estimate"
