tenant,site_id,local,lat,long,site_group,Tair,Tabove,Tbelow,CGDD,b1r,b2r,b3r,b4r,b5r,b6r,b7r,NDVI,CropType,PlantingDate
planet,UNLEN_CSP1_IMZ2,2020-08-31 10:00:00-05:00,41.1644,-96.4807,Lincoln,17.2698,3.637,15,1519,0.031761424,0.043832045,0.048085545,0.046370106,0.278678869,0.428835757,0.348114472,0.80484203,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-01 10:00:00-05:00,41.1643,-96.4807,Lincoln,17.8033,17.32,16.47,1530,0.026668133,0.036868098,0.045128398,0.04103104,0.243330516,0.384773501,0.304609127,0.807277585,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-02 10:00:00-05:00,41.1643,-96.4807,Lincoln,24.8628,7.681,21.35,1538,0.029164334,0.039810283,0.043533833,0.041670368,0.27822169,0.419402577,0.341433496,0.819246095,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-03 10:00:00-05:00,41.1644,-96.4807,Lincoln,19.5667,2.358,15.69,1547,0.033348412,0.046359359,0.050685959,0.050026933,0.272987258,0.416127592,0.335578674,0.785363307,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-04 10:00:00-05:00,41.1644,-96.4807,Lincoln,21.2729,6.209,17.75,1558,0.02952379,0.042282481,0.046842888,0.045409975,0.272659481,0.419600168,0.335391548,0.804692538,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-05 10:00:00-05:00,41.1643,-96.4805,Lincoln,23.7972,13.8,20.41,1575,0.032804051,0.046478807,0.051707421,0.051136783,0.279363843,0.419867637,0.331212582,0.78286071,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-06 10:00:00-05:00,41.1644,-96.4806,Lincoln,27.9954,17.02,25.17,1583,0.031383118,0.04696302,0.05223955,0.053016136,0.277154113,0.408166901,0.326263916,0.770086358,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-07 10:00:00-05:00,41.1644,-96.4804,Lincoln,18.9697,3.866,15.82,1583,0.03305029,0.048937888,0.055187143,0.056812692,0.266386345,0.408767787,0.329438502,0.755948995,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-08 10:00:00-05:00,41.1644,-96.4806,Lincoln,8.06897,7.508,8.299,1583,0.027580782,0.037286537,0.046882653,0.046693598,0.212003341,0.349731318,0.280612573,0.76442652,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-09 10:00:00-05:00,41.1643,-96.4807,Lincoln,7.08366,6.789,6.709,1584,0.023861818,0.035385766,0.043561781,0.045089773,0.208315834,0.341369908,0.27874448,0.766652122,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-10 10:00:00-05:00,41.1644,-96.4806,Lincoln,8.34297,8.76,8.162,1588,0.026000507,0.034560241,0.044036021,0.044137807,0.206851592,0.336817011,0.268996375,0.768277994,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-11 10:00:00-05:00,41.1643,-96.4807,Lincoln,12.4659,13.45,12.09,1594,0.023817749,0.035687237,0.045191469,0.044910217,0.209873422,0.325062379,0.266717351,0.757224091,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-12 10:00:00-05:00,41.1644,-96.4807,Lincoln,13.8166,14.75,13.51,1603,0.026461358,0.038794149,0.049550588,0.048857206,0.20446013,0.323243397,0.271855805,0.737397867,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-13 10:00:00-05:00,41.1643,-96.4807,Lincoln,19.8719,5.791,18.5,1611,0.035481939,0.048424599,0.052875473,0.054693959,0.244772615,0.391053001,0.300610381,0.754596378,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ2,2020-09-14 10:00:00-05:00,41.1644,-96.4807,Lincoln,18.7976,9.991,16.54,1619,0.032295792,0.049174776,0.056887303,0.061614839,0.230994667,0.357828285,0.292985827,0.706206464,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-05 10:00:00-05:00,41.1654,-96.4822,Lincoln,25.737,27.77,26.75,345,0.882715715,0.602905572,0.650989846,0.734321511,0.786014566,0.875940083,0.751382881,0.087947556,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-06 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.3949,17.53,24.28,363,0.049464714,0.065251189,0.076583256,0.079560923,0.205173606,0.269197145,0.225413588,0.543747195,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-07 10:00:00-05:00,41.1642,-96.4788,Lincoln,29.5671,10.53,26.88,381,0.041479473,0.05714222,0.064381461,0.067798571,0.214096834,0.286294268,0.247190315,0.617057656,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-08 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.6521,10.13,25.83,393,0.040685297,0.056270834,0.062524354,0.065875891,0.222450849,0.298534031,0.255766617,0.638451716,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-09 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.9435,19.16,25.93,402,0.039722161,0.0551831,0.061815841,0.064402936,0.223956382,0.297690473,0.254451722,0.644274465,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-10 10:00:00-05:00,41.1643,-96.4788,Lincoln,17.8626,-0.6372,11.61,414,0.036309908,0.048178713,0.053307345,0.051827485,0.211121159,0.310983406,0.251191246,0.71430028,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-11 10:00:00-05:00,41.1642,-96.4788,Lincoln,24.6823,6.056,23.49,425,0.038117707,0.051559911,0.056725489,0.058234989,0.223906138,0.320005055,0.263383245,0.692073909,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-12 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.278,6.616,24.05,439,0.035531852,0.049366798,0.05446203,0.05553984,0.225567561,0.321178219,0.264558149,0.705138427,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-14 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.1581,8.553,24.3,471,0.034825122,0.049149792,0.054623731,0.053253219,0.247075505,0.363408233,0.281522595,0.74438135,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-15 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.7897,9.424,25.33,487,0.032580098,0.045911543,0.050659751,0.049613772,0.24212283,0.357958419,0.277316516,0.756539955,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-16 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.5403,10.88,24.76,504,0.031343004,0.045253926,0.049796193,0.047618179,0.248382502,0.37093789,0.283698415,0.772464514,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-17 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.3722,9.48,23.47,516,0.029954306,0.043439464,0.048115302,0.045168786,0.254114826,0.382444127,0.290527555,0.78873984,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-18 10:00:00-05:00,41.1642,-96.4789,Lincoln,26.3696,19.53,24.53,527,0.041170755,0.055280144,0.061080967,0.058295624,0.286059316,0.413098025,0.308301987,0.752666909,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-19 10:00:00-05:00,41.1642,-96.4789,Lincoln,19.3062,12.14,19.3,541,0.033232445,0.048071304,0.055481648,0.049152789,0.260761905,0.391314245,0.298590703,0.776815128,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-20 10:00:00-05:00,41.1642,-96.4789,Lincoln,21.6937,18.29,20.78,553,0.029763959,0.044467433,0.051298039,0.045332872,0.281644275,0.413089561,0.313568313,0.80222228,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-21 10:00:00-05:00,41.1643,-96.4788,Lincoln,23.1367,18.23,23.74,565,0.057578679,0.048909095,0.052032074,0.051321673,0.313236934,0.458818603,0.327335785,0.798793879,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-22 10:00:00-05:00,41.1643,-96.4788,Lincoln,23.6043,15.25,18.65,574,0.025739675,0.037777876,0.04172308,0.03436365,0.285216469,0.435211321,0.322235803,0.853639345,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-23 10:00:00-05:00,41.1643,-96.4788,Lincoln,21.6531,5.612,18.42,584,0.025154594,0.036458138,0.040363603,0.034178288,0.275185428,0.4404455,0.323191824,0.85597735,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-24 10:00:00-05:00,41.1642,-96.4788,Lincoln,23.4936,13.16,21.52,597,0.025244089,0.037181312,0.040412903,0.033217412,0.295077803,0.456460068,0.339785231,0.864329429,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-25 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.3057,10.62,21.04,612,0.024736641,0.038189844,0.041665219,0.034067208,0.307033626,0.477295304,0.347040074,0.86675907,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-26 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.0406,18.39,24.15,627,0.024254563,0.038109616,0.042171616,0.033937346,0.318952619,0.489830104,0.350023058,0.870410634,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-27 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.6536,19.19,22.82,642,0.024748133,0.038355025,0.042055163,0.034203911,0.323126818,0.509462824,0.358346277,0.874173243,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-28 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.055,11.64,20.63,658,0.024305501,0.036248896,0.039646393,0.031657228,0.324414252,0.513402219,0.362366403,0.883839355,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-29 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.0518,23.04,23.52,675,0.027301116,0.042589619,0.048437407,0.041435755,0.334854836,0.510382669,0.37239362,0.849821052,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-06-30 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.5336,22.77,24.37,690,0.026255402,0.039796812,0.045434831,0.037268501,0.343033285,0.529837703,0.389602404,0.868566062,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-01 10:00:00-05:00,41.1642,-96.4788,Lincoln,24.0929,14.15,23.12,705,0.02954953,0.042032829,0.047028598,0.039242812,0.336574672,0.540570999,0.387871954,0.864636505,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-02 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.1106,15.71,22.17,721,0.027739212,0.040787623,0.045038427,0.037513152,0.353973941,0.555024781,0.397242876,0.873381433,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-04 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.7414,17.35,23.57,750,0.022833757,0.033718562,0.036260321,0.028719185,0.344161367,0.547356749,0.390879395,0.900293753,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-06 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.9872,19.53,24.65,779,0.022627245,0.033889879,0.036793378,0.029415923,0.344022546,0.556758527,0.380726339,0.899634236,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-07 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.7053,19.31,23.91,796,0.021258887,0.032574299,0.035100854,0.027947958,0.335932245,0.542873042,0.369837023,0.90207803,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-08 10:00:00-05:00,41.1643,-96.4788,Lincoln,28.9693,18.08,25.02,810,0.020314598,0.031035484,0.033607717,0.025883354,0.332499743,0.542596035,0.373581179,0.908938284,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-09 10:00:00-05:00,41.1643,-96.4788,Lincoln,24.4555,13.14,20.38,823,0.02102072,0.030839978,0.032923372,0.026501133,0.311259877,0.520803465,0.358847649,0.903157647,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-10 10:00:00-05:00,41.1643,-96.4788,Lincoln,22.5101,18.66,19.28,837,0.020749878,0.030505843,0.035224661,0.026832565,0.309458046,0.517304004,0.365282041,0.901375623,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-11 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.2744,16.26,21.79,850,0.020158044,0.02945159,0.032179322,0.025890022,0.308662733,0.514765581,0.353969678,0.904227304,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-12 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.2414,14.18,23.6,863,0.020546154,0.029931711,0.032823776,0.026919551,0.307559784,0.516343923,0.363422995,0.900896887,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-13 10:00:00-05:00,41.1643,-96.4788,Lincoln,26.5248,13.08,22.16,879,0.021762614,0.035881955,0.039973298,0.033513503,0.34897248,0.579699031,0.394149952,0.890695309,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-14 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.9365,18.69,23.54,891,0.020133131,0.030889194,0.033591777,0.02871243,0.318421643,0.532946731,0.359428256,0.897758528,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-15 10:00:00-05:00,41.1642,-96.4788,Lincoln,19.1207,17.59,19.39,903,0.023961941,0.032855842,0.038354516,0.034902291,0.311889034,0.522910494,0.351415772,0.874860198,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-16 10:00:00-05:00,41.1642,-96.4788,Lincoln,24.6207,23.08,21.57,919,0.025019271,0.037030682,0.041840252,0.037961668,0.331148258,0.525360695,0.382874454,0.865222222,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-17 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.9284,21.26,23.52,937,0.021701301,0.032929702,0.036559602,0.031741941,0.319234749,0.525696485,0.357242428,0.886114986,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-18 10:00:00-05:00,41.1642,-96.4788,Lincoln,30.0612,20.21,24.99,953,0.019083926,0.029498465,0.032629821,0.02739113,0.299771491,0.525028264,0.341118959,0.900832121,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-19 10:00:00-05:00,41.1643,-96.4788,Lincoln,23.9319,19.48,22.94,966,0.027230276,0.041045008,0.047928685,0.043250398,0.325250165,0.51386213,0.373773492,0.844733709,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-20 10:00:00-05:00,41.1642,-96.4789,Lincoln,20.7089,18.51,20.08,982,0.021243838,0.031310605,0.034222735,0.031842933,0.291022157,0.48697541,0.343548518,0.877248237,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-21 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.7041,22.27,23.64,995,0.021901324,0.031697153,0.036585317,0.030501841,0.292443478,0.487571422,0.343026726,0.882248929,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-22 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.9837,16.24,22.3,1010,0.019757476,0.029290764,0.032626535,0.027857018,0.273389759,0.491593667,0.323641551,0.892744323,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-23 10:00:00-05:00,41.1643,-96.4788,Lincoln,26.2295,18.23,23.1,1028,0.026430598,0.037480861,0.041521731,0.037018425,0.314446968,0.509218221,0.345926326,0.86446012,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-24 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.2209,23.59,25.88,1045,0.024402187,0.035800042,0.041594412,0.036195373,0.296847124,0.480259985,0.33543125,0.859831553,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-25 10:00:00-05:00,41.1642,-96.4789,Lincoln,29.0997,21.73,25.07,1062,0.021871448,0.032168181,0.035911365,0.031325411,0.291594356,0.507371658,0.326843651,0.883699345,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-26 10:00:00-05:00,41.1643,-96.4788,Lincoln,26.8136,24.6,26.71,1076,0.027875148,0.039911575,0.048151393,0.044386901,0.297142728,0.478533289,0.321659938,0.83023451,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-27 10:00:00-05:00,41.1643,-96.4789,Lincoln,24.6799,13.06,21.34,1088,0.023422359,0.032005893,0.035729721,0.030937948,0.27288135,0.491216374,0.335000258,0.881498835,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-28 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.8713,14.6,21.94,1103,0.019338235,0.027312798,0.030797848,0.025819858,0.262513177,0.483206005,0.320798409,0.898551883,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-29 10:00:00-05:00,41.1643,-96.4788,Lincoln,26.6022,18.7,23.37,1116,0.024386338,0.035186916,0.038667953,0.035056962,0.298563297,0.486906862,0.333794386,0.86567283,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-30 10:00:00-05:00,41.1643,-96.4788,Lincoln,22.8484,18.3,20.83,1128,0.027179534,0.037820734,0.043758339,0.039018516,0.296887197,0.475623749,0.341301531,0.848366452,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-07-31 10:00:00-05:00,41.1642,-96.4789,Lincoln,23.5275,13.88,19.83,1140,0.023173235,0.031630309,0.034974962,0.03101834,0.271694561,0.489445507,0.33079533,0.880805015,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-01 10:00:00-05:00,41.1642,-96.4788,Lincoln,22.3085,20.12,21.37,1150,0.019968581,0.028444253,0.032570058,0.028665397,0.264044362,0.462627525,0.321368899,0.883306291,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-02 10:00:00-05:00,41.1643,-96.4788,Lincoln,20.8066,12.6,18.25,1158,0.025827741,0.032874698,0.036330629,0.031146972,0.274769294,0.483324541,0.33128582,0.878916632,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-03 10:00:00-05:00,41.1642,-96.4788,Lincoln,19.941,17.18,18.92,1166,0.025973781,0.034397839,0.039432057,0.034679457,0.271546705,0.462890556,0.342094912,0.860604713,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-04 10:00:00-05:00,41.1643,-96.4788,Lincoln,20.9136,11.07,19.01,1177,0.02234765,0.03156602,0.035727611,0.031706727,0.26851298,0.482839405,0.341457085,0.876758468,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-05 10:00:00-05:00,41.1643,-96.4788,Lincoln,19.4489,18.39,17.56,1191,0.021655155,0.031523689,0.03591804,0.031897824,0.267823841,0.463101916,0.335644824,0.871119834,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-06 10:00:00-05:00,41.1642,-96.4788,Lincoln,20.9912,15.75,17.7,1206,0.032096771,0.04294662,0.049692654,0.046023667,0.29109121,0.463339108,0.319659874,0.819289239,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-07 10:00:00-05:00,41.1642,-96.4788,Lincoln,23.1062,22.3,22.17,1223,0.023459849,0.033344037,0.037145923,0.034371952,0.283468939,0.460813095,0.331865885,0.861175324,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-08 10:00:00-05:00,41.1643,-96.4788,Lincoln,25.7132,23.87,23.49,1239,0.027405986,0.037663162,0.043111198,0.039790627,0.296748932,0.466571977,0.345567318,0.842837418,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-09 10:00:00-05:00,41.1642,-96.4789,Lincoln,27.5981,17.64,20.73,1253,0.020980191,0.029691837,0.032259442,0.028066397,0.270251687,0.490151925,0.322236136,0.891681185,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-10 10:00:00-05:00,41.1642,-96.4788,Lincoln,21.2158,13.97,15.78,1265,0.024505262,0.033615118,0.036901746,0.033190614,0.267448346,0.480734887,0.328684595,0.870834921,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-11 10:00:00-05:00,41.1642,-96.4788,Lincoln,23.784,14.32,18.04,1280,0.022654967,0.029375199,0.031324797,0.02751277,0.254836059,0.470456296,0.3128804,0.889500082,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-12 10:00:00-05:00,41.1643,-96.4789,Lincoln,24.6371,18.28,22.31,1295,0.02380955,0.032801357,0.035652746,0.032179459,0.264046834,0.465612709,0.314498571,0.870711267,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-13 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.2665,18.38,22.12,1310,0.02442737,0.033470285,0.036312937,0.031776798,0.273669307,0.47951073,0.329097225,0.875698911,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-14 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.9785,17.63,21.76,1323,0.02273832,0.031436612,0.033441106,0.029954138,0.269699443,0.478685304,0.326595412,0.882218578,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-15 10:00:00-05:00,41.1643,-96.4788,Lincoln,24.3631,12.36,18.75,1335,0.021936933,0.029196168,0.030868935,0.027232442,0.256193899,0.470406327,0.330094998,0.890553375,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-16 10:00:00-05:00,41.1643,-96.4788,Lincoln,24.5813,14.42,19.57,1347,0.025294893,0.034658057,0.037673437,0.034548712,0.276301374,0.473955399,0.326483705,0.864116292,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-17 10:00:00-05:00,41.1643,-96.4787,Lincoln,25.0198,13.19,19.78,1358,0.021568043,0.028553124,0.029993747,0.025973565,0.25598303,0.460057635,0.321323853,0.893119764,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-18 10:00:00-05:00,41.1642,-96.4788,Lincoln,21.7351,11.94,17.91,1368,0.023625887,0.033409653,0.037064456,0.033504711,0.259809079,0.438303114,0.32533213,0.857973061,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-19 10:00:00-05:00,41.1642,-96.4788,Lincoln,23.4923,12.43,18.69,1381,0.022394693,0.029771515,0.031884701,0.028071251,0.257849373,0.466713061,0.326789074,0.886531361,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-20 10:00:00-05:00,41.1643,-96.4788,Lincoln,23.7201,16.38,19.39,1395,0.02249129,0.031201604,0.033873939,0.030300542,0.259790683,0.459806917,0.325755724,0.876351436,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-21 10:00:00-05:00,41.1642,-96.4788,Lincoln,25.4219,15.7,19.44,1409,0.023504045,0.032702097,0.034343885,0.031258799,0.266156373,0.463856957,0.32565001,0.873731351,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-22 10:00:00-05:00,41.1643,-96.4788,Lincoln,25.0245,15.76,21.36,1424,0.025092178,0.035036019,0.03773431,0.034235115,0.270097746,0.470657687,0.329354177,0.864386599,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-23 10:00:00-05:00,41.1642,-96.4788,Lincoln,27.2015,19.3,22.4,1439,0.025291352,0.034082182,0.036201237,0.03290728,0.269446956,0.462701778,0.323282794,0.867204686,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-24 10:00:00-05:00,41.1643,-96.4788,Lincoln,27.6374,18.28,22.49,1453,0.024880891,0.034983648,0.037151123,0.033744155,0.272049251,0.463429099,0.328262887,0.864255951,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-25 10:00:00-05:00,41.1642,-96.4788,Lincoln,23.0446,17.32,21.48,1467,0.025808036,0.037233336,0.039599487,0.036630536,0.274688602,0.462333215,0.33029171,0.853173558,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-26 10:00:00-05:00,41.1642,-96.4789,Lincoln,26.8961,14.37,20.88,1482,0.026154081,0.037484726,0.040794648,0.037153608,0.284058058,0.472748242,0.351727897,0.854271529,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-27 10:00:00-05:00,41.1642,-96.4788,Lincoln,26.7333,18.16,21.88,1497,0.026892113,0.038024967,0.040695391,0.037617974,0.280293337,0.46670523,0.327463061,0.850817993,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-28 10:00:00-05:00,41.1642,-96.4788,Lincoln,28.1068,19.58,23.57,1509,0.0264809,0.03682498,0.038883927,0.036777179,0.279655603,0.463786356,0.325597454,0.8530569,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-29 10:00:00-05:00,41.1642,-96.4788,Lincoln,21.5113,11.14,17.78,1518,0.028387984,0.041978857,0.04805049,0.045010037,0.266498655,0.424317858,0.326963064,0.808193643,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-30 10:00:00-05:00,41.1642,-96.4788,Lincoln,21.2387,9.657,16.58,1527,0.023702039,0.034079287,0.037405222,0.035169785,0.258299893,0.432321587,0.326302994,0.84953825,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-08-31 10:00:00-05:00,41.1643,-96.4788,Lincoln,18.4789,6.432,14.08,1537,0.028999217,0.039169917,0.042816835,0.039924381,0.259814941,0.451155395,0.331398914,0.837401647,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-01 10:00:00-05:00,41.1643,-96.4789,Lincoln,15.5701,18.45,16.65,1548,0.021362969,0.033563313,0.039677942,0.037311273,0.239829792,0.391860185,0.28774074,0.826124163,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-02 10:00:00-05:00,41.1642,-96.4789,Lincoln,24.4001,11.55,19.51,1556,0.025723066,0.035650588,0.03827056,0.035410068,0.264287827,0.446055166,0.334696709,0.852907062,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-03 10:00:00-05:00,41.1643,-96.4788,Lincoln,19.5085,6.14,15.02,1565,0.031346335,0.042818775,0.045898518,0.044602801,0.264806308,0.437617172,0.33763454,0.81501056,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-04 10:00:00-05:00,41.1642,-96.4788,Lincoln,22.4216,9.862,16.8,1576,0.027035552,0.037571526,0.040386218,0.039219957,0.263229329,0.432139863,0.333132255,0.833588034,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-05 10:00:00-05:00,41.1642,-96.4788,Lincoln,24.0406,16.89,20.09,1593,0.030762327,0.04267621,0.046002184,0.046224866,0.27682814,0.446997037,0.332714102,0.812559556,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-06 10:00:00-05:00,41.1642,-96.4789,Lincoln,27.6568,18.92,24.23,1601,0.02710349,0.04312589,0.0483844,0.048293172,0.276747659,0.43216272,0.324124687,0.798969383,Corn,04/20/2020
planet,UNLEN_CSP1_IMZ3,2020-09-07 10:00:00-05:00,41.1643,-96.4788,Lincoln,19.3803,7.012,15.11,1602,0.03111944,0.045486328,0.050866527,0.051929491,0.268369757,0.423689259,0.336640224,0.781633964,Corn,04/20/2020
